2022-04-26 18:46:29.853603
2022-04-26 18:46:34,877 Socket timeout
2022-04-26 18:48:25,855 Socket timeout
2022-04-26 18:48:26,369 Socket timeout
2022-04-26 18:48:26,884 Socket timeout
2022-04-26 18:48:27,387 Socket timeout
2022-04-26 18:48:27,903 Socket timeout
2022-04-26 18:48:28,911 Socket timeout
2022-04-26 18:48:29,416 Socket timeout
2022-04-26 18:48:29,919 Socket timeout
2022-04-26 18:48:30,433 Socket timeout
2022-04-26 18:48:30,948 Socket timeout
2022-04-26 18:48:31,450 Socket timeout
2022-04-26 18:48:31,965 Socket timeout
2022-04-26 18:48:32,481 Socket timeout
2022-04-26 18:48:32,995 Socket timeout
2022-04-26 18:48:35,557 Socket timeout
2022-04-26 18:48:36,060 Socket timeout
2022-04-26 18:48:36,575 Socket timeout
2022-04-26 18:48:37,090 Socket timeout
2022-04-26 18:48:37,607 Socket timeout
2022-04-26 18:48:38,122 Socket timeout
2022-04-26 18:48:38,638 Socket timeout
2022-04-26 18:48:52,413 Socket timeout
2022-04-26 18:48:52,915 Socket timeout
2022-04-26 18:48:54,421 Socket timeout
2022-04-26 18:48:54,934 Socket timeout
2022-04-26 18:48:55,449 Socket timeout
2022-04-26 18:48:55,965 Socket timeout
2022-04-26 18:48:56,980 Socket timeout
2022-04-26 18:49:19,801 Socket timeout
2022-04-26 18:49:20,303 Socket timeout
2022-04-26 18:49:20,806 Socket timeout
2022-04-26 18:49:21,825 Socket timeout
2022-04-26 18:49:22,329 Socket timeout
2022-04-26 18:49:22,833 Socket timeout
2022-04-26 18:49:23,347 Socket timeout
2022-04-26 18:49:23,853 Socket timeout
2022-04-26 18:49:24,356 Socket timeout
2022-04-26 18:49:28,463 Socket timeout
2022-04-26 18:49:28,966 Socket timeout
2022-04-26 18:49:30,497 Socket timeout
2022-04-26 18:49:31,012 Socket timeout
2022-04-26 18:49:31,527 Socket timeout
2022-04-26 18:49:32,041 Socket timeout
2022-04-26 18:49:32,545 Socket timeout
2022-04-26 18:49:33,059 Socket timeout
2022-04-26 18:49:37,683 Socket timeout
2022-04-26 18:49:38,199 Socket timeout
2022-04-26 18:49:40,231 Socket timeout
2022-04-26 18:49:40,747 Socket timeout
2022-04-26 18:49:41,262 Socket timeout
2022-04-26 18:49:41,765 Socket timeout
2022-04-26 18:49:42,269 Socket timeout
2022-04-26 18:49:42,774 Socket timeout
2022-04-26 18:49:46,840 Socket timeout
2022-04-26 18:49:47,355 Socket timeout
2022-04-26 18:49:48,372 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:49:48,874 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:49:49,387 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:49:49,890 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:49:50,404 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:49:50,920 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:49:51,426 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:49:51,932 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:49:52,434 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:49:52,950 Socket timeout
WARNING:game_controller:Socket timeout
INFO:__main__:The robot knock out the ball to the side of the opponent
INFO:__main__:The robot knock out the ball to the side of the opponent
2022-04-26 18:49:54,465 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:49:54,981 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:49:55,497 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:50:18,012 Socket timeout
WARNING:game_controller:Socket timeout
INFO:__main__:simulate motion slot:Initial_Pose
2022-04-26 18:50:18,527 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:50:20,043 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:50:20,559 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:50:21,073 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:50:22,591 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:50:23,106 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:50:23,620 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:50:25,637 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:50:40,870 Socket timeout
WARNING:game_controller:Socket timeout
INFO:__main__:Function for reterning to center position
2022-04-26 18:50:41,372 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:50:41,888 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:51:11,450 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:51:11,965 Socket timeout
WARNING:game_controller:Socket timeout
INFO:__main__:simulate motion slot:Initial_Pose
2022-04-26 18:51:12,479 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:51:13,494 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:51:14,499 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:51:15,012 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:51:16,027 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:51:16,543 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:51:17,559 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:51:18,075 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:51:18,591 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:51:19,106 Socket timeout
WARNING:game_controller:Socket timeout
INFO:__main__:Function for reterning to center position
2022-04-26 18:51:19,620 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:51:20,136 Socket timeout
WARNING:game_controller:Socket timeout
INFO:__main__:simulate motion slot:Soccer_Get_UP_Stomach_N
INFO:__main__:FALLING!!!1
INFO:__main__:FALLING!!!1
INFO:__main__:FALLING!!!1
INFO:__main__:FALLING!!!1
INFO:__main__:FALLING!!!1
INFO:__main__:FALLING!!!1
INFO:__main__:FALLING!!!1
INFO:__main__:FALLING!!!1
INFO:__main__:FALLING!!!1
INFO:__main__:FALLING!!!1
INFO:__main__:FALLING!!!1
INFO:__main__:FALLING!!!1
INFO:__main__:FALLING!!!1
INFO:__main__:FALLING!!!1
INFO:__main__:FALLING!!!1
INFO:__main__:FALLING!!!1
INFO:__main__:FALLING!!!1
INFO:__main__:FALLING!!!1
2022-04-26 18:51:44,668 Socket timeout
WARNING:game_controller:Socket timeout
INFO:__main__:simulate motion slot:Initial_Pose
2022-04-26 18:51:45,184 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:51:46,200 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:51:46,715 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:51:47,230 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:51:48,746 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:51:49,263 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:51:50,278 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:51:50,791 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:51:51,293 Socket timeout
WARNING:game_controller:Socket timeout
INFO:__main__:the robot moves to the right 4 steps
2022-04-26 18:51:51,794 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:51:52,309 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:52:14,245 Socket timeout
WARNING:game_controller:Socket timeout
INFO:__main__:simulate motion slot:Initial_Pose
2022-04-26 18:52:15,777 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:52:16,292 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:52:16,794 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:52:17,296 Socket timeout
WARNING:game_controller:Socket timeout
INFO:__main__:the robot moves to the right 4 steps
2022-04-26 18:52:17,809 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:52:18,824 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:52:29,511 Socket timeout
WARNING:game_controller:Socket timeout
INFO:__main__:simulate motion slot:Initial_Pose
2022-04-26 18:52:31,042 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:52:31,544 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:52:32,548 Socket timeout
WARNING:game_controller:Socket timeout
INFO:__main__:the robot moves to the left 4 steps
2022-04-26 18:52:33,053 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:52:33,560 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:52:55,984 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:52:56,488 Socket timeout
WARNING:game_controller:Socket timeout
INFO:__main__:simulate motion slot:Initial_Pose
2022-04-26 18:52:57,004 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:52:58,014 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:52:58,522 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:52:59,029 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:52:59,545 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:00,059 Socket timeout
WARNING:game_controller:Socket timeout
INFO:__main__:simulate motion slot:PanaltyDefenceReady_Fast
INFO:__main__:simulate motion slot:PenaltyDefenceF
2022-04-26 18:53:00,575 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:01,091 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:01,604 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:02,117 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:02,632 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:03,636 Socket timeout
WARNING:game_controller:Socket timeout
INFO:__main__:simulate motion slot:Get_Up_From_Defence
INFO:__main__:
 Game Controller STATE_INITIAL. Waiting for READY..
2022-04-26 18:53:04,651 Socket timeout
WARNING:game_controller:Socket timeout
INFO:__main__:
 Game Controller STATE_READY. Waiting for SET..
2022-04-26 18:53:05,166 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:07,182 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:07,684 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:08,186 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:08,699 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:09,215 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:09,731 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:10,247 Socket timeout
WARNING:game_controller:Socket timeout
INFO:__main__:
 Game Controller STATE_SET. Waiting for PLAYING..
2022-04-26 18:53:10,763 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:11,277 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:11,790 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:12,306 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:12,821 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:13,338 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:13,840 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:14,354 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:14,869 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:15,370 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:15,873 Socket timeout
WARNING:game_controller:Socket timeout
INFO:__main__:start playing
INFO:__main__:former_game_state == "STATE_SET"
INFO:__main__:playing allowed
INFO:__main__:current_game_state =STATE_PLAYING current_player_penalty =0
INFO:__main__:former_game_state =STATE_SET former_player_penalty =0
INFO:__main__:imu_activation
2022-04-26 18:53:16,391 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:16,894 Socket timeout
WARNING:game_controller:Socket timeout
INFO:__main__:simulate motion slot:Initial_Pose
2022-04-26 18:53:23,464 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:24,482 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:24,997 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:26,512 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:27,028 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:27,544 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:28,060 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:29,074 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:29,590 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:30,106 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:30,621 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:31,138 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:31,653 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:32,168 Socket timeout
WARNING:game_controller:Socket timeout
INFO:__main__:simulate motion slot:PanaltyDefenceReady_Fast
2022-04-26 18:53:32,683 Socket timeout
WARNING:game_controller:Socket timeout
INFO:__main__:simulate motion slot:PenaltyDefenceF
2022-04-26 18:53:35,746 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:36,761 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:37,264 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:37,768 Socket timeout
WARNING:game_controller:Socket timeout
INFO:__main__:simulate motion slot:Get_Up_From_Defence
2022-04-26 18:53:38,276 Socket timeout
WARNING:game_controller:Socket timeout
INFO:__main__:simulate motion slot:Soccer_Get_UP_Face_Up
2022-04-26 18:53:41,308 Socket timeout
WARNING:game_controller:Socket timeout
INFO:__main__:FALLING!!!-1
INFO:__main__:Function for reterning to center position
INFO:__main__:FALLING!!!-1
INFO:__main__:FALLING!!!-1
INFO:__main__:FALLING!!!-1
INFO:__main__:FALLING!!!-1
INFO:__main__:FALLING!!!-1
INFO:__main__:FALLING!!!-1
INFO:__main__:FALLING!!!-1
INFO:__main__:FALLING!!!-1
INFO:__main__:FALLING!!!-1
2022-04-26 18:53:49,440 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:49,944 Socket timeout
WARNING:game_controller:Socket timeout
INFO:__main__:simulate motion slot:Initial_Pose
2022-04-26 18:53:53,512 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:55,043 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:55,559 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:56,074 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:56,576 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:57,079 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:57,586 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:58,090 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:59,106 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:53:59,621 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:54:00,123 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:54:00,638 Socket timeout
WARNING:game_controller:Socket timeout
INFO:__main__:the robot moves to the right 4 steps
INFO:__main__:the robot moves to the right 4 steps
2022-04-26 18:54:01,153 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:54:01,669 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:54:25,184 Socket timeout
WARNING:game_controller:Socket timeout
INFO:__main__:simulate motion slot:Initial_Pose
2022-04-26 18:54:26,215 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:54:27,731 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:54:28,735 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:54:29,237 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:54:29,744 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:54:30,247 Socket timeout
WARNING:game_controller:Socket timeout
INFO:__main__:The robot knock out the ball to the side of the opponent
2022-04-26 18:54:30,762 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:54:31,277 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:54:31,780 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:54:50,064 Socket timeout
WARNING:game_controller:Socket timeout
INFO:__main__:simulate motion slot:Initial_Pose
2022-04-26 18:54:50,587 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:54:51,578 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:54:52,086 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:54:52,589 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:54:53,091 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:54:53,606 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:54:54,108 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:54:54,621 Socket timeout
WARNING:game_controller:Socket timeout
INFO:__main__:simulate motion slot:Initial_Pose
2022-04-26 18:55:02,762 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:55:03,783 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:55:04,285 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:55:04,790 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:55:05,293 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:55:05,795 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:55:06,309 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:55:07,324 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:55:07,831 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:55:08,334 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:55:08,839 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:55:09,340 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:55:10,356 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:55:11,372 Socket timeout
WARNING:game_controller:Socket timeout
INFO:__main__:Function for reterning to center position
2022-04-26 18:55:24,623 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:55:25,138 Socket timeout
WARNING:game_controller:Socket timeout
INFO:__main__:simulate motion slot:Soccer_Get_UP_Face_Up
INFO:__main__:FALLING!!!-1
INFO:__main__:FALLING!!!-1
INFO:__main__:FALLING!!!-1
INFO:__main__:FALLING!!!-1
INFO:__main__:FALLING!!!-1
INFO:__main__:FALLING!!!-1
INFO:__main__:FALLING!!!-1
INFO:__main__:FALLING!!!-1
INFO:__main__:FALLING!!!-1
INFO:__main__:FALLING!!!-1
INFO:__main__:FALLING!!!-1
INFO:__main__:FALLING!!!-1
INFO:__main__:FALLING!!!-1
INFO:__main__:FALLING!!!-1
INFO:__main__:FALLING!!!-1
INFO:__main__:FALLING!!!-1
INFO:__main__:FALLING!!!-1
INFO:__main__:FALLING!!!-1
INFO:__main__:FALLING!!!-1
INFO:__main__:FALLING!!!-1
INFO:__main__:FALLING!!!-1
INFO:__main__:FALLING!!!-1
INFO:__main__:FALLING!!!-1
INFO:__main__:simulate motion slot:Initial_Pose
2022-04-26 18:55:53,638 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:55:54,667 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:55:55,170 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:55:55,674 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:55:56,178 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:55:56,682 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:55:58,198 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:55:58,699 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:55:59,216 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:55:59,731 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:56:00,247 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:56:01,254 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:56:01,756 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:56:02,260 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:56:02,762 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:56:03,265 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:56:03,772 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:56:04,276 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:56:04,792 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:56:05,294 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:56:05,810 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:56:06,317 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:56:06,823 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:56:07,839 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:56:08,354 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:56:08,870 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:56:09,371 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:56:09,886 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:56:10,403 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:56:11,919 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:56:12,433 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:56:12,948 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:56:14,465 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:56:14,972 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:56:15,478 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:56:15,981 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:56:16,497 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:56:17,513 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:56:19,023 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:56:19,527 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:56:20,043 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:56:20,546 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:56:21,052 Socket timeout
WARNING:game_controller:Socket timeout
2022-04-26 18:56:22,057 Socket timeout
WARNING:game_controller:Socket timeout
INFO:__main__:simulate motion slot:PanaltyDefenceReady_Fast
